event,scenario,main_character,emotion1,emotion2,emotion3,emotion4,answer,context_type
Ash understood another idea and explained it to his friends.,Ash understood another idea after spending a whole days on it and explained it to his friends.,Friends,Pride,Contempt,Admiration,Gratitude,Admiration,time
Ash understood another idea and explained it to his friends.,Ash understood another idea at once and explained it to his friends.,Friends,Pride,Contempt,Admiration,Gratitude,Admiration,time
Jesse talked to Casey about anything interesting but Casey didn't listen at all.,Jesse talked to Casey about anything interesting but Casey didn't listen at all at the concert.,Casey,Boredom,Serenity,Ecstasy,Lonesomeness,Boredom,place
Jesse talked to Casey about anything interesting but Casey didn't listen at all.,Jesse talked to Casey about anything interesting but Casey didn't listen at all at the living room.,Casey,Boredom,Serenity,Ecstasy,Lonesomeness,Boredom,place
Aubrey put on their coat and  then went home.,Aubrey put on their coat at the office and then went home.,Aubrey,Sadness,Surrender,Serenity,Remorse,Serenity,place
Aubrey put on their coat and  then went home.,Aubrey put on their coat at the funeral and then went home.,Aubrey,Sadness,Surrender,Serenity,Remorse,Sadness,place
Jordan flings open the door so they could tell their mom what happened that day.,Jordan flings open the door so they could tell their mom what happened that day in the amusement park.,Jordan,Awe,Joy,Anger,Anxiety,Joy,place
Jordan flings open the door so they could tell their mom what happened that day.,Jordan flings open the door so they could tell their mom what happened that day at the emergency room.,Jordan,Awe,Joy,Anger,Anxiety,Anxiety,place
Skylar gave their son a video game which made all the other kids want it too.,Skylar gave their son a video game which made all the other kids on the street want it too.,Skylar,Gratitude,Devotion,Pride,Remorse,Pride,agent
Skylar gave their son a video game which made all the other kids want it too.,"Skylar gave their son a video game, which made all the poor neighborhood kids want it too.",Skylar,Gratitude,Devotion,Pride,Remorse,Pride,agent
Tracey obeyed Remy's commands since she was outranked.,Tracey obeyed Remy's commands on warship ship since she was outranked.,Tracey,Annoyance,Passion,Joy,Sadness,Annoyance,place
Tracey obeyed Remy's commands since she was outranked.,Tracey obeyed Remy's commands at the party since she was outranked.,Tracey,Annoyance,Passion,Joy,Sadness,Annoyance,place
Addison knew she could take a shortcut to get the project done faster. Addison always followed code so she didn't do it.,Addison knew she could take a shortcut to get the project done faster. Addison always followed code so she didn't do it and ended up missing the deadline.,Addison,Confusion,Remorse,Displeasure,Pride,Remorse,time
Addison knew she could take a shortcut to get the project done faster. Addison always followed code so she didn't do it.,Addison knew she could take a shortcut to get the project done faster. Addison always followed code so she didn't do it and completed it in an hour.,Addison,Confusion,Remorse,Displeasure,Pride,Pride,time
Sydney went home to eat instead of going to the restaurant.,Sydney went home to eat instead of going to the restaurant every day.,Sydney,Comfortableness,Sadness,Amazement,Anticipation,Comfortableness,time
Sydney went home to eat instead of going to the restaurant.,Sydney went home to eat instead of going to the restaurant after getting fired from his job.,Sydney,Comfortableness,Sadness,Amazement,Anticipation,Sadness,time
After a long drive from her house Jordan got there.,"After a long drive from her house late at night, Jordan got there, greeted by the quiet stillness of the neighborhood and the glow of streetlights illuminating her path.",Jordan,Unfriendliness,Passion,Relief,Exhaustion,Relief,time
After a long drive from her house Jordan got there.,"After a long drive from her house during the early morning rush hour, Jordan got there, surrounded by honking cars and bustling pedestrians, making the arrival feel chaotic.",Jordan,Unfriendliness,Passion,Relief,Exhaustion,Exhaustion,time
"Addison went to the movies to see a new release, but found the movie offensive.",Addison went to the movies to see a new release. The screening took place in a packed theater where many audience members were laughing at inappropriate moments.,Addison,Anticipation,Distraction,Impatience,Shame,Impatience,place
"Addison went to the movies to see a new release, but found the movie offensive.",Addison went to the movies to see a new release. This occurred during a special screening organized by a local film festival that aimed to promote diverse storytelling.,Addison,Anticipation,Distraction,Impatience,Shame,Anticipation,place
Ash was fast asleep and dreamt of a nice lake with many fish to catch.,"Ash was fast asleep and dreamt of a nice lake with many fish to catch. It was 3 AM, and Ash had to wake up in an hour for an important job interview.",Ash,Boredom,Pride,Anticipation,Pensiveness,Anticipation,time
Ash was fast asleep and dreamt of a nice lake with many fish to catch.,Ash was fast asleep and dreamt of a nice lake with many fish to catch. It was the first day of a week-long fishing vacation that Ash had been planning for months.,Ash,Boredom,Pride,Anticipation,Pensiveness,Anticipation,time
Skylar kept tabs on her cousin after getting out of special rehab.,"Skylar kept tabs on her cousin after getting out of special rehab by attending weekly family support meetings at a bustling community center, where others shared similar experiences and offered encouragement.",Skylar,Determination,Optimism,Displeasure,Concern,Concern,place
Skylar kept tabs on her cousin after getting out of special rehab.,"Skylar kept tabs on her cousin after getting out of special rehab by driving past her cousin's new apartment in a rundown neighborhood, noticing empty bottles in the trash outside.",Skylar,Determination,Optimism,Displeasure,Concern,Concern,place
Cameron lived her dream of skydiving when she went with her friends one day.,Cameron went skydiving with her friends one day. It was her first time.,Cameron,Determination,Joy,Amazement,Pensiveness,Amazement,time
Cameron lived her dream of skydiving when she went with her friends one day.,Cameron went skydiving with her friends one day. She had done it many times before.,Cameron,Determination,Joy,Amazement,Pensiveness,Joy,time
"Aubrey knew it was Casey's birthday, so she bought Casey a pair of shoes.","Aubrey knew it was wife Casey's birthday later in the month, so she bought Casey a pair of shoes.",Aubrey,Surprise,Guilt,Anticipation,Gratitude,Anticipation,time
"Aubrey knew it was Casey's birthday, so she bought Casey a pair of shoes.","Aubrey remembered it was wife Casey's birthday last month, so she bought Casey a pair of shoes.",Aubrey,Surprise,Guilt,Anticipation,Gratitude,Guilt,time
Alex kept Casey occupied while her friends set up the birthday party.,ontinuously talked to Casey in the kitchen while her friends set up the birthday party.,Casey,Joy,Interest,Ecstasy,Distraction,Distraction,place
Alex kept Casey occupied while her friends set up the birthday party.,ontinuously talked to Casey in a spa retreat while her friends set up the birthday party.,Casey,Joy,Interest,Ecstasy,Distraction,Distraction,place
cameron was a doctor so he gave me some free medicine.,cameron was a doctor so he gave me some free medicine at the public health center.,cameron,Jealousy,Anticipation,Guilt,Pride,Pride,place
cameron was a doctor so he gave me some free medicine.,cameron was a doctor so he gave me some free medicine on the black market.,cameron,Jealousy,Anticipation,Guilt,Pride,Guilt,place
Tracy saw her boyfriend Alex's friends while she was walking around the mall.,Tracy saw her boyfriend Alex's friends every single time while she was walking around the mall.,Alex,Gratitude,Gratitude,Confusion,Joy,Confusion,time
Tracy saw her boyfriend Alex's friends while she was walking around the mall.,Tracy saw her boyfriend Alex's friends while she was walking around the mall on Christmas morning.,Alex,Gratitude,Gratitude,Confusion,Joy,Confusion,time
Aubery noticed that Sydney's report was not finished and made Sydney give an explanation.,Aubery noticed that Sydney's report was not finished and made Sydney give an explanation every morning.,Sydney,Disapproval,Serenity,Oppression,Determination,Oppression,time
Aubery noticed that Sydney's report was not finished and made Sydney give an explanation.,Aubrey noticed that Sydney's report was not finished and made Sydney give an explanation a week after the deadline.,Sydney,Disapproval,Serenity,Oppression,Determination,Oppression,time
"Robin, Sasha's boyfriend of several years, had fallen in love with another woman, and was breaking up.","Robin, Sasha's boyfriend of several years, had fallen in love with another woman, and was breaking up in a party full of people.",Sasha,Trust,Grief,Acceptance,Shame,Grief,place
"Robin, Sasha's boyfriend of several years, had fallen in love with another woman, and was breaking up.","Robin, Sasha's boyfriend of several years, had fallen in love with another woman, and was breaking up at her home.",Sasha,Trust,Grief,Acceptance,Shame,Grief,place
Aubrey opened Casey eyes to the possibilities at school.,Baby Aubrey opened Casey eyes to the possibilities at school.,Casey,Trust,Disapproval,Relief,Interest,Interest,agent
Aubrey opened Casey eyes to the possibilities at school.,Teacher Aubrey opened Casey eyes to the possibilities at school.,Casey,Trust,Disapproval,Relief,Interest,Interest,agent
Kendall arrived late for school after her car wouldn't start in the morning.,Kendall was almost late for school after her car wouldn't start in the morning.,Kendall,Anticipation,Frustration,Relief,Comfortableness,Frustration,time
Kendall arrived late for school after her car wouldn't start in the morning.,Kendall arrived an hour late for school after her car wouldn't start in the morning.,Kendall,Anticipation,Frustration,Relief,Comfortableness,Frustration,time
"Alex expected an answer from Robin but didn't get one, at least not one that made sense.","Alex expected an answer from Robin at the parrot cage but didn't get one, at least not one that made sense.",Alex,Concern,Annoyance,Gratitude,Acceptance,Annoyance,place
"Alex expected an answer from Robin but didn't get one, at least not one that made sense.","Alex expected an answer from Robin at the call center but didn't get one, at least not one that made sense.",Alex,Concern,Annoyance,Gratitude,Acceptance,Annoyance,place
Casey needs to fill out a job application. Kendall decides to help their friend fill out the job application.,Casey needs to fill out a job application. Kind Kendall decides to help their friend fill out the job application.,Casey,Anxiety,Relief,Pride,Lonesomeness,Relief,agent
Casey needs to fill out a job application. Kendall decides to help their friend fill out the job application.,Casey needs to fill out a job application. Officious Kendall decides to help their friend fill out the job application.,Casey,Anxiety,Relief,Pride,Lonesomeness,Anxiety,agent
Jesse likes to go clubbing after work.,Jesse goes clubbing after work to make money as bartender.,Jesse,Ecstasy,Frustration,Shame,Exhaustion,Exhaustion,agent
Jesse likes to go clubbing after work.,Jesse goes clubbing after work with friends.,Jesse,Ecstasy,Frustration,Shame,Exhaustion,Ecstasy,agent
Jesse took care of the needs of the elderly in the nursing home.,Jesse took care of the needs of the difficult elderly in the nursing home.,Jesse,Exhaustion,Love,Anticipation,Scorn,Exhaustion,agent
Jesse took care of the needs of the elderly in the nursing home.,Jesse took care of the needs of the sweet elderly in the nursing home.,Jesse,Exhaustion,Love,Anticipation,Scorn,Love,agent
Addison turned their attention towards Alex who was being loud and obnoxious.,"Addison turned their attention towards Alex, who was being loud in a library.",Addison,Displeasure,Determination,Joy,Anger,Displeasure,place
Addison turned their attention towards Alex who was being loud and obnoxious.,"Addison turned their attention towards Alex, who was being loud at a lively party.",Addison,Displeasure,Determination,Joy,Anger,Displeasure,place
"After feeling unwell for several says, Robin took a pregnancy test and realized she was pregnant. Robin eagerly went to tell her friend Austin the good news.","After feeling unwell for several says, Robin took a pregnancy test and realized she was pregnant. Robin eagerly went to tell her husband Austin the good news.",Austin,Guilt,Gratitude,Pride,Distraction,Pride,agent
"After feeling unwell for several says, Robin took a pregnancy test and realized she was pregnant. Robin eagerly went to tell her friend Austin the good news.","After feeling unwell for several says, Robin took a pregnancy test and realized she was pregnant. Robin eagerly went to tell her married boyfriend Austin the good news.",Austin,Guilt,Gratitude,Pride,Distraction,Guilt,agent
Casey brought the dog back to Jan and fed it some more.,"Casey brought the dog back to Jan, her girlfriend who owns many dogs, and fed it some more.",Jan,Shame,Acceptance,Disapproval,Suspicion,Acceptance,agent
Casey brought the dog back to Jan and fed it some more.,"Casey brought the dog back to Jan, her girlfriend with a severe dog allergy, and fed it some more.",Jan,Shame,Acceptance,Disapproval,Suspicion,Disapproval,agent
Ash suggested Bailey play basketball and helped them practice for the team.,Ash suggested Bailey play basketball and helped them practice for the team for months.,Ash,Anxiety,Sympathy,Anticipation,Devotion,Devotion,time
Ash suggested Bailey play basketball and helped them practice for the team.,Ash suggested Bailey play basketball and helped them practice for the team for two hours.,Ash,Anxiety,Sympathy,Anticipation,Devotion,Devotion,time
Lee hit so hard that he knocked the ball out of the park.,Lee hit so hard that he knocked the ball out of the stadium.,Lee,Pride,Surprise,Comfortableness,Frustration,Pride,place
Lee hit so hard that he knocked the ball out of the park.,Lee hit so hard that he knocked the ball out of the front yard.,Lee,Pride,Surprise,Comfortableness,Frustration,Pride,place
"Sydney broke open the lid to the jar because it was impossible to open by force, it was stuck.","After a minute or two, Sydney broke open the lid to the jar because it was impossible to open by force, it was stuck.",Sydney,Surrender,Distraction,Serenity,Impatience,Impatience,time
"Sydney broke open the lid to the jar because it was impossible to open by force, it was stuck.","After an 3 hour, Sydney broke open the lid to the jar because it was impossible to open by force, it was stuck.",Sydney,Surrender,Distraction,Serenity,Impatience,Impatience,time
"quinn yelled at kendall and explained the gravity of the situation, so kendall gave quinn their attention.","quinn yelled at kendall in the lounge and explained the gravity of the situation, so kendall gave quinn their attention",Kendall,Grief,Relief,Vigilance,Aggressiveness,Vigilance,place
"quinn yelled at kendall and explained the gravity of the situation, so kendall gave quinn their attention.","quinn yelled at kendall in the hospital and explained the gravity of the situation, so kendall gave quinn their attention",Kendall,Grief,Relief,Vigilance,Aggressiveness,Vigilance,place
Lee loved to put makeup on his clients to make them look beautiful.,Lee loved to put makeup on his clients for 3 minutes to make them look beautiful.,His clients,Aggressiveness,Discouragement,Surprise,Exhaustion,Surprise,time
Lee loved to put makeup on his clients to make them look beautiful.,Lee loved to put makeup on his clients for 7 hour to make them look beautiful.,His clients,Aggressiveness,Discouragement,Surprise,Exhaustion,Exhaustion,time
Casey celebrated the lord's birth every Christmas holiday with the family.,Casey celebrated the lord's birth every Christmas holiday with the family at home.,Casey,Joy,Comfortableness,Awe,Submission,Joy,place
Casey celebrated the lord's birth every Christmas holiday with the family.,Casey celebrated the lord's birth every Christmas holiday with the family at the ski resort.,Casey,Joy,Comfortableness,Awe,Submission,Joy,place
Bailey told her friend that she liked him a lot and wanted to go to a party.,Bailey told her friend that she liked him a lot and wanted to go to a party. He was already married with two kids.,Bailey,Annoyance,Guilt,Anticipation,Reverence,Guilt,agent
Bailey told her friend that she liked him a lot and wanted to go to a party.,Bailey told her friend that she liked him a lot and wanted to go to a party. He was single.,Bailey,Annoyance,Guilt,Anticipation,Reverence,Anticipation,agent
kai was a persistent person who did not give up easily so he finally made headway., After 30 seconds kai made headway.,Kai,Helplessness,Surprise,Devotion,Fear,Surprise,time
kai was a persistent person who did not give up easily so he finally made headway., After two years seconds kai made headway.,Kai,Helplessness,Surprise,Devotion,Fear,Surprise,time
Ash cracked the screen of her phone after dropping it.,Ash cracked the screen of his phone after dropping it.,Ash,Anger,Anxiety,Guilt,Surprise,Anger,agent
Ash cracked the screen of the phone after dropping it.,Ash cracked the screen of his customer's phone after dropping it.,Ash,Anger,Anxiety,Guilt,Surprise,Guilt,agent
Jan didn't want to wait for the rest of the group to get to the mountain. Jan started climbing the mountain.,Jan didn't want to wait for the rest of the group to get to the mountain. Jan started climbing the mountain 2 minutes later.,the group,Fear,Discouragement,Impatience,Anger,Impatience,time
Jan didn't want to wait for the rest of the group to get to the mountain. Jan started climbing the mountain.,Jan didn't want to wait for the rest of the group to get to the mountain. Jan started climbing the mountain 3 hour later.,the group,Fear,Discouragement,Impatience,Anger,Impatience,time
Remy was on the water with Kai. Remy baited Kai's hook.,"Remy was on the water Kai, a skilled angler who rarely accepted help but smiled when Remy baited their hook.",Remy,Admiration,Concern,Gratitude,Disapproval,Gratitude,time
Remy was on the water with Kai. Remy baited Kai's hook.,"Remy was on the water with Kai, Who didn't appreciate or acknowledge the effort after Remy baited their hook.",Remy,Admiration,Concern,Gratitude,Disapproval,Disapproval,time
Quinn was about to die when the doctor provided professional treatment.,Quinn was about to die when the doctor provided professional treatment. The doctor was a renowned specialist who had successfully treated many similar cases.,Quinn,Anxiety,Admiration,Joy,Optimism,Optimism,agent
Quinn was about to die when the doctor provided professional treatment.,Quinn was about to die when the doctor provided professional treatment. The doctor was a recent graduate who was treating their first critical patient.,Quinn,Anxiety,Admiration,Joy,Optimism,Anxiety,agent
Tracy was teaching Kendall to dance so Tracy raised Kendall's hips into the right position for the next move.,Tracy was teaching Kendall to dance so Tracy raised Kendall's hips into the right position for the next move in a crowded public dance studio.,Kendall,Shame,Anticipation,Pride,Sympathy,Shame,place
Tracy was teaching Kendall to dance so Tracy raised Kendall's hips into the right position for the next move.,Tracy was teaching Kendall to dance so Tracy raised Kendall's hips into the right position for the next move in a private lesson room.,Kendall,Shame,Anticipation,Pride,Sympathy,Anticipation,place
Lee was spending too much money on repairs so he wanted to save as much as possible by shopping around.,Lee was spending too much money on repairs so he wanted to save as much as possible by shopping around. A mechanic friend gave him some advice.,Lee,Trust,Confusion,Embarrassment,Concern,Trust,agent
Lee was spending too much money on repairs so he wanted to save as much as possible by shopping around.,"Lee was spending too much money on repairs, so he wanted to save as much as possible by shopping around. A friend who tended to exaggerate gave him some advice.",Lee,Trust,Confusion,Embarrassment,Concern,Confusion,agent
In order to remember the good times past. Cameron always put up pictures.,"In a new, apartment in a foreign country, Cameron puts up pictures in order to remember the good times that had passed.",Cameron,Comfortableness,Lonesomeness,Serenity,Admiration,Lonesomeness,place
In order to remember the good times past. Cameron always put up pictures.,"In a new, apartment, Cameron puts up pictures in order to remember the good times that had passed.",Cameron,Comfortableness,Lonesomeness,Serenity,Admiration,Lonesomeness,place
Carson wanted to go straight away but their car had low air in the tires.,"Carson wanted to go straight away but their car had low air in the tires, and the person who noticed the low air was a trusted mechanic friend.",Carson,Anger,Gratitude,Suspicion,Displeasure,Gratitude,agent
Carson wanted to go straight away but their car had low air in the tires.,"Carson wanted to go straight away but their car had low air in the tires, and the person who noticed the low air was a tire salesman.",Carson,Anger,Gratitude,Suspicion,Displeasure,Suspicion,agent
Quinn bought a burger on his lunch break.,Quinn bought a burger on his lunch break at a fast food restaurant near his office.,Quinn,Impatience,Exhaustion,Relief,Sympathy,Relief,place
Quinn bought a burger on his lunch break.,Quinn bought a burger while working late at a fast-food restaurant near his office.,Quinn,Impatience,Exhaustion,Relief,Sympathy,Exhaustion,place
Remy came to visit Jan while they were at work.,Remy came to visit Jan while they were at work late at night during an important project deadline.,Jan,Gratitude,Annoyance,Terror,Relief,Annoyance,time
Remy came to visit Jan while they were at work.,Remy came to visit Jan while they were at work during their lunch break on a sunny afternoon.,Jan,Gratitude,Annoyance,Terror,Relief,Gratitude,time
Quinn made his point and soon went to the mall to get the new headphones.,"Quinn made his point and soon went to the mall to get the new headphones. The mall was bustling with activity and filled with vibrant stores, creating an exciting atmosphere.",Quinn,Trust,Anticipation,Intimidation,Comfortableness,Anticipation,place
Quinn made his point and soon went to the mall to get the new headphones.,"Quinn made his point and soon went to the mall to get the new headphones. The mall was nearly empty and dimly lit, creating a somewhat eerie and unsettling environment.",Quinn,Trust,Anticipation,Intimidation,Comfortableness,Intimidation,place
Robin gave them money and they went to the cafe for some lunch.,"Robin gave them money and they went to the cafe for some lunch. The cafe was a newly opened, trendy spot downtown with a long line of customers waiting outside.",Robin,Anticipation,Trust,Love,Suspicion,Anticipation,place
Robin gave them money and they went to the cafe for some lunch.,Robin gave them money and they went to the cafe for some lunch. The cafe was a run-down establishment in a deserted part of town with no other customers inside.,Robin,Anticipation,Trust,Love,Suspicion,Suspicion,place
A masked man with a gun broke into the bank and demanded money so Jordan gave him something.,A masked 2m tall man broke into the bank and demanded money so Jordan gave him something.,Jordan,Disapproval,Shame,Confusion,Terror,Terror,agent
A masked man with a gun broke into the bank and demanded money so Jordan gave him something.,A masked 1.3m tall man broke into the bank and demanded money so Jordan gave him something.,Jordan,Disapproval,Shame,Confusion,Terror,Terror,agent
Taylor saw Austin for the first time after returning from the war.,Taylor saw Austin for the first time after returning from her trip in a crowded place,Taylor,Determination,Surprise,Unfriendliness,Joy,Surprise,place
Taylor saw Austin for the first time after returning from the war.,Taylor saw Austin for the first time after returning from her disappearance in a crowded place.,Taylor,Determination,Surprise,Unfriendliness,Joy,Surprise,place
Robin was introducing his brother Jordan to his new girlfriend and Jordan made a good first impression by telling jokes.,"Robin introduced his brother Jordan to his new girlfriend, who was known to have a very critical and judgmental nature.",Jordan,Awe,Annoyance,Anxiety,Sanguinity,Anxiety,agent
Robin was introducing his brother Jordan to his new girlfriend and Jordan made a good first impression by telling jokes.,"Robin introduced his brother Jordan to his new girlfriend, who was warm, friendly, and shared a similar sense of humor.",Jordan,Awe,Annoyance,Anxiety,Sanguinity,Sanguinity,agent
Alex promised Addison a new cat for their birthday.,"Alex promised Addison a new cat for their next birthday, which had already passed two weeks ago.",Addison,Remorse,Frustration,Awe,Anticipation,Frustration,time
Alex promised Addison a new cat for their birthday.,"Alex promised Addison a new cat for their next birthday, which was two weeks away.",Addison,Remorse,Frustration,Awe,Anticipation,Anticipation,time
"Jan, the boss, wanted to celebrate getting a new client, so Jan took their co-workers out to a fancy restaurant for lunch.",Jan took their co-workers out to a fancy restaurant located in the heart of the city to celebrate getting a new client.,co-workers,Determination,Favor,Displeasure,Frustration,Favor,place
"Jan, the boss, wanted to celebrate getting a new client, so Jan took their co-workers out to a fancy restaurant for lunch.","Jan took their co-workers out to a shabby, cheap diner to celebrate getting a new client.",co-workers,Determination,Favor,Displeasure,Frustration,Displeasure,place
"Skylar put food in Ash's car, knowing Ash wouldn't have time to stop for lunch during the long drive.","Skylar put food from Ash's cupboard in Ash's car, knowing Ash wouldn't have time to stop for lunch during the long drive.",Ash,Relief,Disgust,Pensiveness,Gratitude,Gratitude,agent
"Skylar put food in Ash's car, knowing Ash wouldn't have time to stop for lunch during the long drive.","Skylar put food from Ash's trash bag in Ash's car, knowing Ash wouldn't have time to stop for lunch during the long drive.",Ash,Relief,Disgust,Pensiveness,Gratitude,Gratitude,agent
Jesse's smoking seemed to be affecting Casey's health. Casey mentions how it bothers other people as well.,Jesse's smoking seemed to be affecting Casey's health. Casey mentions how it bothers other people as well. ,Jesse,Relief,Annoyance,Shame,Discouragement,Shame,agent
Jesse's smoking seemed to be affecting Casey's health. Casey mentions how it bothers other people as well.,Jesse's smoking seemed to be affecting Casey's health. Casey mentions how it bothers other people as well. Casey is a chain smoker.,Jesse,Relief,Annoyance,Shame,Discouragement,Shame,agent
Quinn felt very lonely and decided to call their best friend.,Quinn decided to call her friend for a marathon eight-hour call.,her friend,Exhaustion,Distraction,Joy,Confusion,Exhaustion,time
Quinn felt very lonely and decided to call their best friend.,Quinn decided to call her friend for a quick catchup.,her friend,Exhaustion,Distraction,Joy,Confusion,Joy,time
Jan cooked for dinner and made a giant pot of soup with a cherry pie for dessert.,"Jan cooked for dinner and made a giant pot of soup with a cherry pie for dessert, while her critical mother-in-law watched over her shoulder and commented on every step.",Jan,Intimidation,Gratitude,Anticipation,Pride,Intimidation,agent
Jan cooked for dinner and made a giant pot of soup with a cherry pie for dessert.,"Jan cooked for dinner and made a giant pot of soup with a cherry pie for dessert, as her supportive partner assisted by chopping vegetables and setting the table.",Jan,Intimidation,Gratitude,Anticipation,Pride,Gratitude,agent
Riley had a big exam coming up but she wasn't prepared.,"Riley had a big exam coming up, and it was the night before the exam.",Riley,Embarrassment,Determination,Helplessness,Anxiety,Anxiety,time
Riley had a big exam coming up but she wasn't prepared.,"Riley had a big exam coming up, and it was a year before the exam.",Riley,Embarrassment,Determination,Helplessness,Anxiety,Determination,time
Ash spent extra time at work to make sure they got all their work done.,Ash spent extra time at work late at night to do her work.,Ash,Pride,Determination,Exhaustion,Relief,Exhaustion,time
Ash spent extra time at work to make sure they got all their work done.,Ash spent extra time at work early in the morning to do her work.,Ash,Pride,Determination,Exhaustion,Relief,Determination,time
"Sasha went to her cousin, Casey's, Funeral and Sasha paid Casey respect.","Sasha went to cousin Casey's funeral on a serene, sunny morning.",Sasha,Serenity,Vigilance,Sadness,Awe,Sadness,agent
"Sasha went to her cousin, Casey's, Funeral and Sasha paid Casey respect.","Sasha went to the funeral of a deployed veteran, Casey, on a serene, sunny morning.",Sasha,Serenity,Vigilance,Sadness,Awe,Sadness,agent
Jesse played their part when they went out with a group of people.,Jesse played their part when they went out with a group of people to the opera.,Jesse,Joy,Loathing,Vigilance,Oppression,Vigilance,place
Jesse played their part when they went out with a group of people.,Jesse played their part when they went out with a group of people to the military.,Jesse,Joy,Loathing,Vigilance,Oppression,Vigilance,place
Jordan continued to walk to school even though he really didn't want to go.,Jordan continued to walk to school for two hours.,Jordan,Acceptance,Distraction,Exhaustion,Indifference,Exhaustion,time
Jordan continued to walk to school even though he really didn't want to go.,Jordan continued to walk to school for 5 minutes.,Jordan,Acceptance,Distraction,Exhaustion,Indifference,Indifference,time
Kai stumbled and  fell into the muddy drainage ditch and called someone for help.,Kai stumbled and fell into a manhole and called someone for help. ,Kai,Sanguinity,Shame,Fear,Anxiety,Fear,place
Kai stumbled and  fell into the muddy drainage ditch and called someone for help.,Kai stumbled and fell into the toilet and called someone for help. ,Kai,Sanguinity,Shame,Fear,Anxiety,Shame,place
"As Aubrey stood over the fresh casket, memories of Remy ran through Aubrey's mind.","As Aubrey stood over the fresh casket of Remy, memories of Uncle Remy ran through Aubrey's mind.",Aubrey,Reverence,Grief,Suspicion,Relief,Grief,agent
"As Aubrey stood over the fresh casket, memories of Remy ran through Aubrey's mind.","As Aubrey stood over the fresh casket of Remy, memories of a serial killer Remy ran through Aubrey's mind.",Aubrey,Reverence,Grief,Suspicion,Relief,Grief,agent
Kendall frightened the dogs away by yelling and waving their hands.,Kendall frightened the dogs away by yelling and waving their hands. The dogs were known to be friendly neighborhood pets who just got too excited.,Kendall,Fear,Joy,Remorse,Helplessness,Remorse,agent
Kendall frightened the dogs away by yelling and waving their hands.,Kendall frightened the dogs away by yelling and waving their hands. The dogs were aggressive strays that had been causing trouble in the area.,Kendall,Fear,Joy,Remorse,Helplessness,Fear,agent
The customer felt that Addison was rude and made a complaint to management.,The customer made a complaint to management. The customer was Addison's long-time client.,Addison,Admiration,Sympathy,Anger,Discouragement,Discouragement,agent
The customer felt that Addison was rude and made a complaint to management.,The customer made a complaint to management. The customer was a nightmare customer.,Addison,Admiration,Sympathy,Anger,Discouragement,Discouragement,agent
Zoe was applying to nursing school and asked Lee for a recommendation letter.,Zoe was applying to nursing school and asked Lee for a recommendation letter. Lee was Zoe's supportive mentor who had always encouraged her.,Zoe,Intimidation,Amazement,Anxiety,Trust,Trust,agent
Zoe was applying to nursing school and asked Lee for a recommendation letter.,Zoe was applying to nursing school and asked Lee for a recommendation letter. Lee was Zoe's strict professor who had high expectations.,Zoe,Intimidation,Amazement,Anxiety,Trust,Anxiety,agent
Lee gave Carson an overview of the project they need to complete.,Lee gave Carson an overview of the project they needed to complete after receiving positive feedback from their last presentation.,Lee,Guilt,Surprise,Joy,Acceptance,Joy,time
Lee gave Carson an overview of the project they need to complete.,Lee gave Carson an overview of the project they needed to complete after they had already missed the initial deadline.,Lee,Guilt,Surprise,Joy,Acceptance,Guilt,time
Sydney left a note before borrowing a car from their friend.,Sydney left a note before borrowing a car from their friend. The friend was Sydney's close and understanding companion who often lent their car without hesitation.,friend,Anger,Anxiety,Comfortableness,Fear,Comfortableness,agent
Sydney left a note before borrowing a car from their friend.,Sydney left a note before borrowing a car from their friend. The friend was strict about their belongings and had previously expressed concerns about lending the car.,friend,Anger,Anxiety,Comfortableness,Fear,Anger,agent
Riley taught them how to fish so that they could have dinner.,Riley taught them how to fish at a serene lake surrounded by mountains so that they could have dinner.,Riley,Anxiety,Joy,Distraction,Serenity,Serenity,place
Riley taught them how to fish so that they could have dinner.,Riley taught them how to fish on a crowded pier with loud noises all around so that they could have dinner.,Riley,Anxiety,Joy,Distraction,Serenity,Joy,place
Kendall frightened the children away by yelling at them while they were on her yard.,Kendall frightened the children away by yelling at them while they were in her yard. The children were 15 years old.,Kendall,Ecstasy,Annoyance,Remorse,Joy,Annoyance,agent
Kendall frightened the children away by yelling at them while they were on her yard.,Kendall frightened the children away by yelling at them while they were in her yard. The children were 5 years old.,Kendall,Ecstasy,Annoyance,Remorse,Joy,Frustration,agent
Aubrey took Robin's money and ran away to another city.,"Aubrey, Robin's trusted business partner of 10 years, took Robin's money and ran away to another city.",Robin,Concern,Remorse,Unfriendliness,Rage,Rage,agent
Aubrey took Robin's money and ran away to another city.,"Aubrey, Robin's rebellious teenage child, took Robin's money and ran away to another city.",Robin,Concern,Remorse,Unfriendliness,Rage,Concern,agent
"Ash had a water pipe burst so she hadn't showered for days, she smelled.","Ash had a water pipe burst so she hadn't showered for days, and she had to attend an important meeting with her boss.",Ash,Exhaustion,Annoyance,Indifference,Anxiety,Anxiety,agent
"Ash had a water pipe burst so she hadn't showered for days, she smelled.","Ash had a water pipe burst so she hadn't showered for days, and she had to go grocery shopping.",Ash,Exhaustion,Annoyance,Indifference,Anxiety,Annoyance,agent
Austin reached their goals before the deadline and moved onto the next project enthusiastically.,Austin reached their goals thirty seconds before the deadline and moved onto the next project.,Austin,Sadness,Relief,Gratitude,Pride,Relief,time
